trans_id,time,subtotal,tip,total
B597-0044,4:58 AM,,,
B523-3033,3:53 PM,,,
B080-1102,2:43 PM,,,
B929-6499,2:38 PM,,,
B907-3536,9:13 AM,,,
B666-7025,4:51 AM,,,
B578-0109,6:55 AM,,,
B327-4818,3:41 AM,,,
B469-6532,10:23 AM,,,
B155-3499,4:19 AM,,,
B217-4916,2:56 AM,,,
B805-4417,11:33 AM,,,
B187-7405,3:05 AM,,,
B151-8496,10:40 AM,,,
B655-8320,10:33 AM,,,
B318-0988,2:55 AM,,,
B483-2231,2:12 AM,,,
B492-7182,4:12 AM,,,
B532-4552,5:09 AM,,,
B576-1890,7:53 AM,,,
B903-3780,2:07 PM,,,
B693-4416,11:35 AM,,,
B652-2280,5:57 AM,,,
B928-8303,2:14 AM,,,
B381-8857,6:43 AM,,,
B283-4499,2:43 AM,,,
B814-1215,12:36 PM,,,
B008-2944,9:19 AM,,,
B384-2123,3:11 PM,,,
B951-5735,3:39 PM,,,
B567-0020,2:36 PM,,,
B199-8705,10:59 AM,,,
B560-3777,5:25 AM,,,
B918-7238,9:57 AM,,,
B878-9865,8:53 AM,,,
B895-6379,8:07 AM,,,
B106-5493,6:52 AM,,,
B757-8748,2:58 AM,,,
B515-8620,3:02 AM,,,
B391-6769,1:10 PM,,,
B813-1829,5:39 AM,,,
B838-5195,4:29 PM,,,
B031-9596,4:46 PM,,,
B297-8460,10:00 AM,,,
B584-4051,4:51 PM,,,
B607-8106,11:00 AM,,,
B420-8340,5:44 AM,,,
B841-5095,7:01 AM,,,
B138-7654,7:40 AM,,,
B193-9409,3:06 PM,,,
B677-6629,8:13 AM,,,
B824-8490,2:45 AM,,,
B437-2463,12:01 PM,,,
B967-0424,8:02 AM,,,
B578-5229,1:47 PM,,,
B218-8608,8:53 AM,,,
B211-7025,11:31 AM,,,
B886-7826,5:34 AM,,,
B805-7580,6:03 AM,,,
B594-0006,1:56 PM,,,
B450-1521,3:40 PM,,,
B478-8727,9:41 AM,,,
B623-7504,5:42 AM,,,
B104-3315,10:36 AM,,,
B247-4141,7:29 AM,,,
B113-2929,2:47 AM,,,
B514-7634,1:07 PM,,,
B839-5666,6:06 AM,,,
B714-2037,12:26 PM,,,
B307-0014,5:16 AM,,,
B819-5268,7:31 AM,,,
B899-1699,9:26 AM,,,
B015-5558,1:47 PM,,,
B151-7277,4:55 AM,,,
B106-2631,6:00 AM,,,
B715-2680,5:20 AM,,,
B347-0449,11:38 AM,,,
B552-5565,6:35 AM,,,
B708-5327,11:11 AM,,,
B559-3721,3:24 PM,,,
B273-7643,9:33 AM,,,
B897-4928,5:06 AM,,,
B776-7647,3:40 PM,,,
B286-0690,2:16 AM,,,
B259-3862,10:19 AM,,,
B896-0648,12:22 PM,,,
B991-3459,4:12 PM,,,
B423-6043,10:06 AM,,,
B724-9990,1:58 PM,,,
B802-8579,11:31 AM,,,
B992-8821,4:52 AM,,,
B316-5994,6:58 AM,,,
B277-9036,10:28 AM,,,
B585-8557,6:22 AM,,,
B207-8207,12:03 PM,,,
B668-0805,7:22 AM,,,
B332-6633,3:42 AM,,,
B020-0447,11:06 AM,,,
B247-3941,11:00 AM,,,
B598-3706,4:47 AM,,,
B026-4041,4:25 PM,,,
B009-0554,4:46 AM,,,
B920-1187,5:20 AM,,,
B461-2331,8:16 AM,,,
B243-4449,3:18 AM,,,
B240-2264,3:53 AM,,,
B913-1215,11:58 AM,,,
B549-7456,12:09 PM,,,
B249-7845,6:49 AM,,,
B576-2214,3:27 AM,,,
B171-1653,7:10 AM,,,
B375-1346,2:03 PM,,,
B036-6432,11:25 AM,,,
B780-2883,9:48 AM,,,
B070-5806,4:43 PM,,,
B339-5942,8:38 AM,,,
B443-3157,2:58 PM,,,
B102-7414,1:24 PM,,,
B584-2136,3:02 AM,,,
B337-3875,2:45 PM,,,
B509-8990,5:51 AM,,,
B492-6605,10:16 AM,,,
B848-4486,1:06 PM,,,
B371-9616,5:13 AM,,,
B324-8155,2:07 PM,,,
B764-9242,4:15 PM,,,
B658-7950,4:40 PM,,,
B918-7220,12:43 PM,,,
B216-3177,6:36 AM,,,
B943-4721,2:16 AM,,,
B777-7233,6:08 AM,,,
B578-1175,2:17 AM,,,
B226-5558,8:23 AM,,,
B616-6320,3:20 PM,,,
B469-9314,7:25 AM,,,
B879-6491,3:18 AM,,,
B822-8843,2:22 AM,,,
B924-5109,7:46 AM,,,
B712-3386,11:00 AM,,,
B878-0619,11:05 AM,,,
B889-3620,3:19 AM,,,
B661-6633,8:13 AM,,,
B875-0491,1:25 PM,,,
B682-4044,1:36 PM,,,
B536-9891,7:15 AM,,,
B893-8056,4:14 AM,,,
B098-5723,12:46 PM,,,
B058-8506,11:10 AM,,,
B493-5090,2:00 PM,,,
B453-2713,12:55 PM,,,
B419-2787,12:36 PM,,,
B163-9465,3:41 PM,,,
B795-9644,7:20 AM,,,
B570-1275,4:12 PM,,,
B090-4250,4:35 PM,,,
B187-4302,2:18 PM,,,
B948-1871,7:59 AM,,,
B178-7631,3:17 AM,,,
B489-9292,2:41 PM,,,
B423-5680,4:37 PM,,,
B689-0879,11:08 AM,,,
B180-9432,5:40 AM,,,
B394-5468,9:03 AM,,,
B824-9721,4:06 AM,,,
B781-2022,4:55 PM,,,
B312-9259,9:14 AM,,,
B087-3340,4:19 PM,,,
B350-4162,10:08 AM,,,
B219-6651,8:24 AM,,,
B501-6883,3:59 PM,,,
B878-9976,6:06 AM,,,
B021-3201,3:14 PM,,,
B951-0015,2:32 AM,,,
B376-4700,12:58 PM,,,
B160-3151,2:28 PM,,,
B211-1051,8:55 AM,,,
B326-7428,4:56 AM,,,
B975-6099,4:07 PM,,,
B908-0050,6:22 AM,,,
B389-9174,2:32 PM,,,
B298-5486,10:08 AM,,,
B762-4121,4:19 PM,,,
B023-8232,2:56 AM,,,
B612-9907,2:07 PM,,,
B277-8075,1:16 PM,,,
B962-9954,7:46 AM,,,
B481-8045,12:05 PM,,,
B667-8359,4:28 AM,,,
B466-5018,11:40 AM,,,
B393-2227,5:11 AM,,,
B402-5923,3:59 PM,,,
B297-1685,9:08 AM,,,
B863-0725,4:38 AM,,,
B360-3221,4:20 AM,,,
B366-1505,4:30 AM,,,
B409-7157,3:59 AM,,,
B341-7037,3:48 AM,,,
B911-7425,11:56 AM,,,
B402-5891,1:51 PM,,,
B823-3568,4:42 PM,,,
B654-2922,8:08 AM,,,
B474-0036,3:36 PM,,,
B058-5000,5:08 AM,,,
B228-2739,12:38 PM,,,
B097-1469,8:00 AM,,,
B323-6090,2:35 PM,,,
B682-9853,12:13 PM,,,
B281-0274,5:50 AM,,,
B806-0984,3:14 AM,,,
B528-0138,1:50 PM,,,
B785-2330,6:17 AM,,,
B112-2716,8:56 AM,,,
B083-6456,11:39 AM,,,
B038-2681,2:50 PM,,,
B249-5742,3:28 AM,,,
B835-3412,12:44 PM,,,
B440-9650,10:05 AM,,,
B791-2606,3:18 PM,,,
B393-3841,10:22 AM,,,
B345-3481,3:48 AM,,,
B594-0693,6:38 AM,,,
B528-8249,9:24 AM,,,
B630-6896,3:15 PM,,,
B418-1874,5:41 AM,,,
B155-8597,1:59 PM,,,
B086-3784,8:16 AM,,,
B567-0949,3:23 PM,,,
B282-1736,5:59 AM,,,
B208-1141,12:02 PM,,,
B932-9532,3:19 AM,,,
B343-8328,1:21 PM,,,
B271-9251,6:20 AM,,,
B480-7892,11:38 AM,,,
B060-1541,8:17 AM,,,
B205-0725,1:06 PM,,,
B340-7585,7:47 AM,,,
B411-7594,1:11 PM,,,
B788-3134,10:05 AM,,,
B401-0384,9:57 AM,,,
B905-9791,2:02 PM,,,
B764-9544,2:47 PM,,,
B716-4586,12:11 PM,,,
B304-7677,3:42 PM,,,
B795-8512,5:30 AM,,,
B818-2663,10:10 AM,,,
B190-6414,2:25 AM,,,
B251-6141,7:22 AM,,,
B248-4271,1:42 PM,,,
B133-7385,5:05 AM,,,
B364-3089,3:51 AM,,,
B332-3592,1:40 PM,,,
B455-3086,2:46 PM,,,
B956-4230,10:12 AM,,,
B888-2971,11:20 AM,,,
B280-6000,7:39 AM,,,
B488-3374,7:34 AM,,,
B324-5235,3:53 AM,,,
B371-2609,1:15 PM,,,
B775-0065,12:27 PM,,,
B079-6934,8:20 AM,,,
B642-4992,10:49 AM,,,
B333-0452,10:25 AM,,,
B810-9048,4:42 AM,,,
B794-9143,3:36 PM,,,
B823-6610,5:44 AM,,,
B503-4111,7:16 AM,,,
B976-9855,4:26 PM,,,
B050-7430,2:38 PM,,,
B800-4855,3:01 PM,,,
B663-3471,1:10 PM,,,
B436-7047,11:49 AM,,,
B673-1291,9:55 AM,,,
B519-0691,3:23 AM,,,
B837-3543,6:32 AM,,,
B786-5061,3:28 PM,,,
B185-5919,5:44 AM,,,
B655-4696,11:07 AM,,,
B171-6494,1:54 PM,,,
B691-6527,2:18 PM,,,
B482-1083,4:51 AM,,,
B129-4083,5:38 AM,,,
B791-6555,4:54 AM,,,
B292-2820,3:59 PM,,,
B972-3297,7:18 AM,,,
B895-3515,3:08 PM,,,
B625-9710,4:45 PM,,,
B661-7322,4:19 AM,,,
B675-5637,5:24 AM,,,
B992-2043,4:04 PM,,,
B330-6756,10:57 AM,,,
B202-7286,7:21 AM,,,
B427-1539,3:33 PM,,,
B507-7888,10:39 AM,,,
B898-1316,1:22 PM,,,
B064-6652,11:03 AM,,,
B568-7949,3:13 PM,,,
B175-0192,2:53 AM,,,
B000-3427,2:04 PM,,,
B523-2559,7:10 AM,,,
B833-8546,6:04 AM,,,
B377-9641,3:01 PM,,,
B043-8124,11:33 AM,,,
B749-7509,2:24 AM,,,
B904-8343,10:12 AM,,,
B522-0267,1:12 PM,,,
B094-1852,4:00 AM,,,
B186-6424,1:23 PM,,,
B577-8934,4:09 AM,,,
B602-9794,4:47 PM,,,
B148-8422,3:16 AM,,,
B555-4586,8:57 AM,,,
B505-0074,8:17 AM,,,
B717-1110,7:28 AM,,,
B417-4871,3:18 AM,,,
B118-0491,3:46 PM,,,
B432-4657,2:43 AM,,,
B961-7708,4:32 AM,,,
B822-8983,4:19 AM,,,
B055-8757,10:20 AM,,,
B224-5838,11:34 AM,,,
B558-5234,12:20 PM,,,
B090-1254,1:30 PM,,,
B663-5928,3:50 PM,,,
B553-4855,11:52 AM,,,
B200-1587,4:49 PM,,,
B180-7409,5:23 AM,,,
B797-9453,6:02 AM,,,
B036-4198,3:26 AM,,,
B047-6788,1:23 PM,,,
B893-3050,4:22 PM,,,
B456-3060,3:02 PM,,,
B769-3782,9:47 AM,,,
B998-3412,12:42 PM,,,
B780-6641,4:34 PM,,,
B103-7017,4:47 AM,,,
B069-5603,2:22 PM,,,
B863-4712,2:27 AM,,,
B705-0944,4:12 AM,,,
B058-2738,4:06 PM,,,
B384-0141,8:17 AM,,,
B638-8802,5:52 AM,,,
B619-6055,6:52 AM,,,
B143-5012,4:20 AM,,,
B433-0605,3:10 AM,,,
B902-2744,8:52 AM,,,
B385-6305,4:25 AM,,,
B036-1209,1:09 PM,,,
B590-6966,4:48 AM,,,
B058-0179,6:38 AM,,,
B971-1062,4:29 PM,,,
B257-4403,4:55 AM,,,
B874-5253,10:50 AM,,,
B118-7080,3:02 PM,,,
B709-8906,12:32 PM,,,
B127-1436,4:30 PM,,,
B725-5038,11:28 AM,,,
B471-1147,4:30 PM,,,
B812-9795,11:18 AM,,,
B976-5164,4:12 AM,,,
B222-5743,8:58 AM,,,
B416-0913,8:57 AM,,,
B665-8337,3:47 PM,,,
B854-7896,5:40 AM,,,
B359-6901,9:41 AM,,,
B612-3221,2:26 AM,,,
B855-9251,8:02 AM,,,
B658-2074,4:33 PM,,,
B959-5643,4:48 AM,,,
B756-8969,4:32 PM,,,
B197-1480,4:21 AM,,,
B664-4840,7:10 AM,,,
B514-9703,2:56 PM,,,
B483-0241,3:35 PM,,,
B208-4119,11:43 AM,,,
B322-6341,3:32 AM,,,
B311-0614,7:08 AM,,,
B033-1475,7:06 AM,,,
B604-7244,3:59 AM,,,
B837-4697,12:56 PM,,,
B635-5068,4:11 PM,,,
B986-5830,6:31 AM,,,
B528-4833,12:18 PM,,,
B461-5618,10:59 AM,,,
B219-5400,10:51 AM,,,
B340-0126,1:35 PM,,,
B567-4910,3:30 PM,,,
B294-7381,3:12 PM,,,
B700-8882,7:30 AM,,,
B920-4926,6:38 AM,,,
B993-8137,5:24 AM,,,
B698-7789,2:00 PM,,,
B086-8567,1:42 PM,,,
B246-3914,9:45 AM,,,
B555-3533,6:26 AM,,,
B786-1811,10:00 AM,,,
B158-2364,12:52 PM,,,
B123-1080,12:46 PM,,,
B250-7136,12:30 PM,,,
B043-8877,12:37 PM,,,
B136-2023,3:39 AM,,,
B824-1017,7:11 AM,,,
B701-0312,12:01 PM,,,
B468-4213,9:00 AM,,,
B786-9580,10:04 AM,,,
B069-3599,8:25 AM,,,
B228-3362,8:42 AM,,,
B042-9607,12:40 PM,,,
B102-6742,12:23 PM,,,
B960-3826,7:44 AM,,,
B951-1291,10:40 AM,,,
B346-7374,3:02 AM,,,
B966-6992,12:26 PM,,,
B158-6927,2:03 PM,,,
B629-3819,8:07 AM,,,
B218-2035,10:46 AM,,,
B033-0479,8:16 AM,,,
B643-0433,4:26 PM,,,
B298-3172,10:24 AM,,,
B504-9162,12:40 PM,,,
B135-9297,6:57 AM,,,
B643-3693,2:16 PM,,,
B726-7635,3:52 AM,,,
B047-7917,10:15 AM,,,
B572-7307,9:57 AM,,,
B443-5475,2:58 AM,,,
B211-3176,1:42 PM,,,
B823-2106,9:34 AM,,,
B422-8110,9:25 AM,,,
B521-2425,1:24 PM,,,
B567-6498,3:45 AM,,,
B021-4326,7:32 AM,,,
B354-2682,5:05 AM,,,
B166-1235,8:49 AM,,,
B038-1502,6:04 AM,,,
B610-6432,11:57 AM,,,
B448-0339,4:33 AM,,,
B475-7075,5:26 AM,,,
B939-3532,2:13 AM,,,
B984-4139,12:50 PM,,,
B636-6652,4:45 PM,,,
B527-5935,2:00 AM,,,
B983-2161,2:36 PM,,,
B573-0111,5:01 AM,,,
B774-6451,11:33 AM,,,
B221-6773,2:00 AM,,,
B015-0291,5:59 AM,,,
B595-4813,3:57 AM,,,
B364-0217,3:59 AM,,,
B548-0387,3:58 AM,,,
B814-0385,3:25 AM,,,
B055-5988,9:04 AM,,,
B787-0974,4:31 PM,,,
B261-9455,5:00 AM,,,
B963-9889,10:36 AM,,,
B295-4929,7:42 AM,,,
B054-7823,1:39 PM,,,
B326-6355,4:15 PM,,,
B199-8277,11:36 AM,,,
B103-0971,11:20 AM,,,
B783-4911,6:46 AM,,,
B794-7860,7:35 AM,,,
B659-1376,6:10 AM,,,
B974-4769,2:59 PM,,,
B550-3351,12:25 PM,,,
B355-9883,3:07 AM,,,
B167-8001,9:57 AM,,,
B810-8241,7:02 AM,,,
B283-2762,11:09 AM,,,
B873-6834,3:03 AM,,,
B778-9464,9:05 AM,,,
B116-3265,2:17 AM,,,
B022-6434,7:19 AM,,,
B140-7754,2:53 PM,,,
B821-3515,2:03 AM,,,
B699-7819,6:28 AM,,,
B956-6874,4:17 AM,,,
B567-3607,8:31 AM,,,
B631-2048,6:47 AM,,,
B317-5797,12:12 PM,,,
B794-6697,2:15 AM,,,
B462-8771,7:22 AM,,,
B748-5295,6:10 AM,,,
B342-1946,2:23 PM,,,
B515-4718,8:58 AM,,,
B240-4612,12:58 PM,,,
B499-4355,4:56 PM,,,
B681-0025,7:41 AM,,,
B977-2250,9:44 AM,,,
B545-9441,4:12 PM,,,
B632-6626,2:49 PM,,,
B458-2032,7:37 AM,,,
B481-8650,11:56 AM,,,
B644-7579,11:08 AM,,,
B213-4006,1:41 PM,,,
B335-5156,1:30 PM,,,
B191-6950,6:02 AM,,,
B292-8522,2:00 PM,,,
B375-5020,4:09 PM,,,
B809-6245,6:18 AM,,,
B737-0280,5:15 AM,,,
B366-3048,9:29 AM,,,
B747-9993,10:35 AM,,,
B917-7958,10:15 AM,,,
B853-7499,2:35 AM,,,
B555-6392,5:11 AM,,,
B316-6074,3:37 AM,,,
B577-6548,10:09 AM,,,
B644-7371,2:03 PM,,,
B821-3685,9:16 AM,,,
B467-6089,10:08 AM,,,
B931-8476,7:00 AM,,,
B913-8540,4:37 PM,,,
B320-8324,12:41 PM,,,
B110-5364,12:27 PM,,,
B653-0701,3:15 PM,,,
B585-3619,8:09 AM,,,
B291-2661,9:07 AM,,,
B197-7708,2:56 AM,,,
B666-4317,12:44 PM,,,
B041-7401,1:56 PM,,,
B047-3720,3:54 AM,,,
B579-8101,8:12 AM,,,
B406-2948,1:18 PM,,,
B129-0924,4:10 AM,,,
B922-0415,2:51 AM,,,
B409-0404,11:57 AM,,,
B648-6562,2:38 AM,,,
B904-3716,8:46 AM,,,
B500-9406,9:00 AM,,,
B284-1724,2:57 AM,,,
B755-4471,3:22 AM,,,
B390-6683,3:28 PM,,,
B159-6054,10:49 AM,,,
B427-3805,12:32 PM,,,
B011-3885,12:44 PM,,,
B865-4301,2:43 AM,,,
B961-0865,1:37 PM,,,
B101-9959,8:27 AM,,,
B635-5679,9:49 AM,,,
B017-8194,12:17 PM,,,
B284-3127,3:02 AM,,,
B063-4267,8:50 AM,,,
B014-2021,4:48 PM,,,
B795-1084,8:22 AM,,,
B898-7929,6:56 AM,,,
B318-4299,4:26 PM,,,
B180-0218,1:27 PM,,,
B027-1612,4:22 AM,,,
B207-4400,2:42 AM,,,
B069-2232,5:53 AM,,,
B148-0818,9:42 AM,,,
B868-1389,2:00 PM,,,
B901-7131,11:28 AM,,,
B636-3335,5:21 AM,,,
B039-2383,11:12 AM,,,
B414-9559,7:31 AM,,,
B488-3047,5:49 AM,,,
B643-8779,7:56 AM,,,
B914-9771,6:58 AM,,,
B250-4932,1:32 PM,,,
B174-3434,3:30 PM,,,
B093-0480,4:05 AM,,,
B938-1805,4:35 AM,,,
B536-9689,10:49 AM,,,
B897-8508,4:24 PM,,,
B281-8627,2:56 AM,,,
B931-5197,2:36 PM,,,
B973-0024,4:27 AM,,,
B070-6731,10:39 AM,,,
B391-9514,6:23 AM,,,
B212-0900,1:53 PM,,,
B916-7411,12:49 PM,,,
B521-3985,7:04 AM,,,
B459-6693,10:49 AM,,,
B506-7954,1:34 PM,,,
B132-5443,7:57 AM,,,
B110-4012,1:46 PM,,,
B107-7634,11:20 AM,,,
B045-2125,4:04 AM,,,
B885-8086,5:53 AM,,,
B234-2073,12:47 PM,,,
B848-9385,9:20 AM,,,
B665-8270,6:29 AM,,,
B987-1510,6:52 AM,,,
B169-6108,7:45 AM,,,
B064-5265,4:28 PM,,,
B339-9051,4:27 PM,,,
B869-8548,1:51 PM,,,
B372-7140,2:11 AM,,,
B940-1409,7:49 AM,,,
B406-1486,12:23 PM,,,
B232-9519,2:00 PM,,,
B354-2505,1:02 PM,,,
B982-2436,2:37 AM,,,
B588-2506,9:25 AM,,,
B226-1366,11:43 AM,,,
B226-8703,5:44 AM,,,
B547-8127,5:39 AM,,,
B953-5263,7:50 AM,,,
B379-1181,3:48 AM,,,
B909-2661,4:52 PM,,,
B058-8031,12:27 PM,,,
B471-2648,4:52 AM,,,
B536-2378,12:35 PM,,,
B422-1649,2:23 PM,,,
B162-7762,5:10 AM,,,
B000-3717,4:42 PM,,,
B959-7941,6:32 AM,,,
B434-8617,10:48 AM,,,
B491-1664,3:00 PM,,,
B963-9830,7:04 AM,,,
B797-7210,11:20 AM,,,
B476-8736,3:41 AM,,,
B945-8263,3:26 AM,,,
B134-9445,9:53 AM,,,
B477-7079,3:28 AM,,,
B752-3309,4:46 AM,,,
B444-2608,7:40 AM,,,
B847-5581,3:50 AM,,,
B538-6251,10:42 AM,,,
B892-4297,6:55 AM,,,
B169-8469,3:46 PM,,,
B891-5684,12:23 PM,,,
B999-6327,1:25 PM,,,
B800-2263,6:29 AM,,,
B412-5813,4:32 AM,,,
B912-5094,10:28 AM,,,
B889-5670,3:51 AM,,,
B822-9077,1:14 PM,,,
B414-3312,8:36 AM,,,
B731-3411,8:58 AM,,,
B630-9878,9:19 AM,,,
B313-2066,8:58 AM,,,
B308-5449,5:10 AM,,,
B451-9482,4:08 PM,,,
B392-9354,1:58 PM,,,
B589-3131,2:08 AM,,,
B360-9890,11:55 AM,,,
B296-3673,11:34 AM,,,
B147-1620,3:50 AM,,,
B243-1857,12:15 PM,,,
B880-8737,2:26 PM,,,
B730-7007,7:37 AM,,,
B254-3573,11:59 AM,,,
B515-2314,9:04 AM,,,
B984-6972,3:47 AM,,,
B343-3462,6:33 AM,,,
B881-2350,4:13 PM,,,
B134-8957,2:45 PM,,,
B702-7654,12:09 PM,,,
B097-7965,2:43 AM,,,
B608-8661,5:02 AM,,,
B755-7818,3:06 AM,,,
B396-1489,4:44 AM,,,
B020-8174,12:05 PM,,,
B659-3638,6:09 AM,,,
B001-6832,8:34 AM,,,
B314-3514,3:28 PM,,,
B353-6878,11:23 AM,,,
B040-2667,12:44 PM,,,
B819-6771,8:22 AM,,,
B343-7796,1:00 PM,,,
B473-6314,6:27 AM,,,
B091-6277,8:53 AM,,,
B447-5581,5:10 AM,,,
B718-2964,4:57 PM,,,
B284-2567,10:28 AM,,,
B928-5250,10:32 AM,,,
B421-1074,9:38 AM,,,
B713-4063,6:13 AM,,,
B208-2481,7:52 AM,,,
B479-0477,10:30 AM,,,
B811-3107,4:56 PM,,,
B505-5684,11:08 AM,,,
B535-0280,2:10 AM,,,
B527-7322,4:02 PM,,,
B142-8264,4:58 PM,,,
B911-6828,7:49 AM,,,
B588-0316,3:22 PM,,,
B664-8358,3:49 AM,,,
B108-3597,4:08 AM,,,
B568-4296,10:45 AM,,,
B426-6610,12:21 PM,,,
B154-2579,8:15 AM,,,
B803-7591,10:23 AM,,,
B670-1558,2:00 PM,,,
B084-6915,4:49 AM,,,
B965-3170,12:28 PM,,,
B415-3879,12:04 PM,,,
B578-7775,4:14 AM,,,
B307-0236,3:01 PM,,,
B882-7999,4:19 PM,,,
B091-2897,11:40 AM,,,
B719-7623,11:38 AM,,,
B049-0769,11:46 AM,,,
B406-2507,1:47 PM,,,
B667-5803,9:05 AM,,,
B820-1967,11:47 AM,,,
B408-0504,5:33 AM,,,
B730-3234,11:36 AM,,,
B582-6773,12:48 PM,,,
B269-1778,3:37 PM,,,
B296-1254,4:22 PM,,,
B849-1637,9:08 AM,,,
B794-2628,4:15 AM,,,
B852-0271,6:46 AM,,,
B329-8204,9:56 AM,,,
B762-6899,8:05 AM,,,
B601-7009,3:47 PM,,,
B541-3798,12:45 PM,,,
B315-7918,4:22 PM,,,
B193-4533,5:15 AM,,,
B676-1886,5:23 AM,,,
B039-7216,2:45 AM,,,
B695-8637,3:00 PM,,,
B262-4277,12:11 PM,,,
B888-7171,6:36 AM,,,
B618-7451,2:11 AM,,,
B955-0748,4:36 PM,,,
B552-1873,2:58 PM,,,
B304-0474,12:15 PM,,,
B735-5230,7:04 AM,,,
B426-0797,3:23 PM,,,
B223-8519,6:14 AM,,,
B227-8403,1:54 PM,,,
B844-8254,12:54 PM,,,
B289-8822,6:54 AM,,,
B078-1903,6:39 AM,,,
B519-7745,2:22 AM,,,
B524-3166,11:43 AM,,,
B914-1434,11:23 AM,,,
B447-9209,2:21 AM,,,
B037-7070,9:09 AM,,,
B021-5999,8:35 AM,,,
B540-0047,1:11 PM,,,
B192-4497,2:20 AM,,,
B924-8261,3:14 PM,,,
B484-7497,2:10 PM,,,
B782-9927,1:23 PM,,,
B546-7829,4:36 PM,,,
B528-9089,7:41 AM,,,
B984-6108,1:01 PM,,,
B438-8933,6:34 AM,,,
B951-7213,2:39 PM,,,
B547-5417,9:29 AM,,,
B890-7774,7:24 AM,,,
B275-6664,7:56 AM,,,
B330-2941,5:37 AM,,,
B166-7444,3:25 PM,,,
B107-6005,2:49 PM,,,
B717-8426,9:35 AM,,,
B262-3652,8:16 AM,,,
B775-3506,2:10 PM,,,
B402-6253,2:27 AM,,,
B493-4668,8:03 AM,,,
B975-0881,3:07 PM,,,
B645-6733,2:34 PM,,,
B546-7837,3:01 AM,,,
B254-8694,9:12 AM,,,
B669-1198,4:06 AM,,,
B404-2069,8:47 AM,,,
B875-7293,11:18 AM,,,
B208-2252,8:56 AM,,,
B772-0849,7:10 AM,,,
B366-4431,3:50 AM,,,
B753-7886,9:55 AM,,,
B355-9140,7:35 AM,,,
B247-0822,12:50 PM,,,
B799-5154,9:50 AM,,,
B232-0502,7:00 AM,,,
B882-8204,1:18 PM,,,
B786-9235,8:12 AM,,,
B522-0167,2:37 AM,,,
B653-0365,3:57 AM,,,
B470-7171,2:00 AM,,,
B682-0933,8:45 AM,,,
B447-4583,8:04 AM,,,
B109-0358,1:28 PM,,,
B780-8545,3:05 PM,,,
B027-4859,11:55 AM,,,
B087-2965,4:34 PM,,,
B043-2322,6:10 AM,,,
B188-6091,1:31 PM,,,
B786-8404,2:56 AM,,,
B651-3464,4:19 AM,,,
B235-1556,8:34 AM,,,
B775-7593,7:29 AM,,,
B138-8419,5:18 AM,,,
B530-1838,2:43 AM,,,
B625-5429,10:34 AM,,,
B565-4421,9:49 AM,,,
B296-3776,3:54 AM,,,
B178-0706,1:15 PM,,,
B320-6655,3:36 AM,,,
B883-1466,2:31 PM,,,
B942-7980,7:33 AM,,,
B040-1562,3:50 PM,,,
B174-5139,9:40 AM,,,
B023-7652,3:47 AM,,,
B740-4124,12:36 PM,,,
B746-4743,3:24 AM,,,
B056-0275,12:37 PM,,,
B253-8165,6:09 AM,,,
B201-3333,11:23 AM,,,
B134-6981,12:51 PM,,,
B713-5057,11:39 AM,,,
B192-8993,2:44 AM,,,
B756-3216,12:39 PM,,,
B082-8958,12:47 PM,,,
B590-0263,10:15 AM,,,
B971-3922,4:33 AM,,,
B990-9672,2:41 AM,,,
B199-2688,9:49 AM,,,
B912-1728,8:15 AM,,,
B338-8393,2:26 PM,,,
B951-8450,7:22 AM,,,
B326-3279,4:49 AM,,,
B090-7680,4:48 PM,,,
B791-5329,5:43 AM,,,
B897-6470,12:36 PM,,,
B223-2543,2:28 AM,,,
B241-0864,11:35 AM,,,
B425-4170,10:25 AM,,,
B913-1408,2:59 PM,,,
B001-3349,7:19 AM,,,
B123-6488,1:56 PM,,,
B063-6869,11:34 AM,,,
B566-8984,3:49 PM,,,
B047-0482,8:38 AM,,,
B188-7332,3:37 AM,,,
B375-9382,4:27 PM,,,
B631-3375,7:14 AM,,,
B008-7615,8:07 AM,,,
B727-6194,5:57 AM,,,
B930-5160,10:10 AM,,,
B740-7348,2:53 AM,,,
B324-7334,7:20 AM,,,
B258-0272,6:18 AM,,,
B767-2929,10:46 AM,,,
B908-5723,7:51 AM,,,
B325-0960,6:19 AM,,,
B654-8357,2:13 PM,,,
B010-5053,3:54 AM,,,
B542-4100,3:08 PM,,,
B964-1868,5:05 AM,,,
B561-3328,2:50 AM,,,
B203-8957,11:00 AM,,,
B279-1588,9:41 AM,,,
B087-0432,4:35 AM,,,
B667-9508,3:17 AM,,,
B529-0779,12:44 PM,,,
B658-5274,9:54 AM,,,
B272-5539,6:44 AM,,,
B262-0666,3:57 AM,,,
B589-0243,8:40 AM,,,
B770-7979,4:17 PM,,,
B537-3155,6:31 AM,,,
B534-8161,8:30 AM,,,
B660-3621,3:09 PM,,,
B540-8289,4:50 AM,,,
B283-1288,6:43 AM,,,
B565-4331,10:46 AM,,,
B144-2182,7:44 AM,,,
B289-7240,3:23 PM,,,
B635-8044,9:25 AM,,,
B660-5803,4:43 AM,,,
B034-6332,8:19 AM,,,
B224-5126,10:57 AM,,,
B748-6269,2:47 PM,,,
B100-6057,7:24 AM,,,
B565-0881,10:28 AM,,,
B272-5344,5:05 AM,,,
B144-7562,10:01 AM,,,
